CamId,Street_Name,Latitude,Longitude,Coef,Last_Update,Risk_Level
59d3524f02eb490011a0a61b,Trần Quang Khải - Trần Khắc Chân,10.7918902432446,106.691054105759,0.31,2026-01-12 23:19,Medium
5a6065c58576340017d06615,Tô Ngọc Vân - TX25,10.8797100979598,106.677986383438,0.263,2026-01-12 23:19,Low
6623f4df6f998a001b2528eb,Quốc Lộ 13 - cầu Ông Dầu,10.8361932799182,106.713809967041,0.342,2026-01-12 23:19,Medium
662b7ce71afb9c00172dc676,Cách Mạng Tháng Tám - Bùi Thị Xuân,10.7726452614037,106.691064834595,0.347,2026-01-12 23:19,Medium
583f969161cfea0012cf68f7,Nguyễn Thị Định - Đường D,10.7646823693643,106.781423091888,0.259,2026-01-12 23:19,Low
59ca317602eb490011a0a408,QL1 - Tỉnh lộ 10 B (2),10.7492355507977,106.593974232674,0.314,2026-01-12 23:19,Medium
6623e8da6f998a001b2524a6,Phan Đăng Lưu - Thích Quảng Đức,10.8032933150268,106.684530973434,0.288,2026-01-12 23:19,Low
56de42f611f398ec0c481299,Võ Văn Kiệt - An Dương Vương 2,10.7265671915496,106.620351076126,0.321,2026-01-12 23:19,Medium
66b1c426779f74001867415e,Điện Biên Phủ - Nguyễn Gia Trí,10.8010801833774,106.715161800385,0.644,2026-01-12 23:19,High
595dc29c3dcfc400106f2894,Lũy Bán Bích - Thoại Ngọc Hầu,10.8610818827294,106.686397790909,0.326,2026-01-12 23:19,Medium
5d9de4de766c880017188cbb,Cao tốc LTDG - Võ Chí Công,10.796827763223,106.790762543678,0.251,2026-01-12 23:19,Low
6623f44f6f998a001b2528aa,Võ Nguyên Giáp - Đỗ Xuân Hợp (1),10.8349709243101,106.765716075897,0.378,2026-01-12 23:19,Medium
662a881a1afb9c00172d2559,Kinh Dương Vương - Tên Lửa,10.7380517925754,106.61497592926,0.585,2026-01-12 23:19,Medium
5a605f828576340017d06608,Mai Bá Hương - Kênh 4,10.8243119827038,106.686521172523,0.303,2026-01-12 23:19,Medium
68188fe36dfb4b0018f90520,Nguyễn Chí Thanh - Thuận Kiều,10.7536098581137,106.575021743774,0.307,2026-01-12 23:19,Medium
5deb576d1dc17d7c5515ad15,Lý Tự Trọng - Chu Mạnh Trinh,10.781944,106.704602,0.276,2026-01-12 23:19,Low
5b8b2323ca057700116405d0,Trường Sơn - Ga Quốc Nội 2,10.8129465937096,106.664902567863,0.26,2026-01-12 23:19,Low
68188a226dfb4b0018f8f70a,Trần Đại Nghĩa - Võ Trần Chí,10.7304200365785,106.577017307281,0.26,2026-01-12 23:19,Low
681889a96dfb4b0018f8f67e,Trần Văn Giàu - cầu Tân Tạo,10.7590644777735,106.571368575096,0.297,2026-01-12 23:19,Low
63ae7a50bfd3d90017e8f2b2,Ba Tháng Hai – Sư Vạn Hạnh,10.7697784337206,106.670830249786,0.273,2026-01-12 23:19,Low
587ee0ecb807da0011e33d50,Phan Đăng Lưu - Lê Văn Duyệt,10.8019970541825,106.696482896805,0.325,2026-01-12 23:19,Medium
56de42f611f398ec0c48128f,Võ Văn Kiệt - Huỳnh Mẫn Đạt,10.751960277381,106.677197813988,0.309,2026-01-12 23:19,Medium
56de42f611f398ec0c4812a2,Nút giao Mỹ Thủy 2,10.7701157,106.7755866,0.261,2026-01-12 23:19,Low
6922934b44912200174bc7ec,Quốc Lộ 51 - Nguyễn Huệ,10.5777657286059,107.055587768555,0.342,2026-01-12 23:19,Medium
63bd1f21bfd3d90017ec3d04,Huỳnh Tấn Phát - Phạm Hữu Lầu,10.7052043577961,106.737660169601,0.3,2026-01-12 23:19,Low
58df4d95dc195800111e04b9,Phổ Quang - Hoàng Minh Giám,10.8079619154301,106.672879457474,0.28,2026-01-12 23:19,Low
586e28a0f9fab7001111b0b3,Quốc lộ 1 - KCX Linh Trung 1,10.872081942303,106.768741607666,0.264,2026-01-12 23:19,Low
595dd8463dcfc400106f28b2,Lê Văn Sỹ - Huỳnh Văn Bánh,10.8619248135124,106.654415130615,0.339,2026-01-12 23:19,Medium
662b81721afb9c00172dcc44,Đinh Tiên Hoàng - Trần Quang Khải,10.7927439077816,106.696075201035,0.268,2026-01-12 23:19,Low
67e217c43215f90017863bc8,Nguyễn Thị Định - Đường C (20-1),10.7659102810674,106.77956700325,0.278,2026-01-12 23:19,Low
66b1c3c2779f740018674125,Vòng xoay Mũi Tàu Phú Lâm,10.7459416028391,106.624095439911,0.391,2026-01-12 23:19,Medium
5a8269c45058170011f6eae4,Nguyễn Văn Quỳ - Cầu Phú Mỹ,10.7409610852775,106.7367374897,0.397,2026-01-12 23:19,Medium
56de42f611f398ec0c481297,Võ Văn Kiệt - Nguyễn Tri Phương 2,10.7503686605855,106.670079231262,0.427,2026-01-12 23:19,Medium
5822adbbedeb6c0012a2d65f,Võ Văn Kiệt - Cầu Chữ Y 1,10.7519444666594,106.68367266655,0.326,2026-01-12 23:19,Medium
5deb576d1dc17d7c5515ad00,Nguyễn Thị Minh Khai - Bà Huyện Thanh Quan,10.7866311946675,106.693720221519,0.25,2026-01-12 23:19,Low
5a823e425058170011f6eaa4,Đinh Tiên Hoàng - Võ Thị Sáu 1,10.7917743133057,106.695774793625,0.339,2026-01-12 23:19,Medium
649da72ca6068200171a6dbb,Tôn Đức Thắng - Hàm Nghi,10.7710748334425,106.70635342598,0.342,2026-01-12 23:19,Medium
5a6088218576340017d06693,QL1 - Nút giao An Lạc 2,10.7235049089888,106.601693630219,0.306,2026-01-12 23:19,Medium
63b65fd8bfd3d90017eaa461,Lê Văn Duyệt - Vũ Huy Tấn,10.7956526724414,106.696085929871,0.267,2026-01-12 23:19,Low
5deb576d1dc17d7c5515ad08,Cộng Hòa - Tân Kỳ Tân Quý,10.8041364085074,106.637651324272,0.272,2026-01-12 23:19,Low
595dc70d3dcfc400106f289a,Điện Biên Phủ - Nguyễn Văn Thương 2,10.8615244216871,106.679971218109,0.305,2026-01-12 23:19,Medium
63b65ebebfd3d90017eaa3ae,Nguyễn Hữu Cảnh - Ngô Tất Tố 2 (Dạ cầu Thủ Thiêm 1),10.7891447995017,106.71642780304,0.303,2026-01-12 23:19,Medium
5874769eb807da0011e33cec,Cộng Hòa - Út Tịch 2,10.8001053464053,106.657757163048,0.329,2026-01-12 23:19,Medium
63b660f8bfd3d90017eaa4ea,Cầu Tân Thuận 2 - Q7 (Q7-Q4),10.7526506780822,106.723862886429,0.404,2026-01-12 23:19,Medium
58af994abd82540010390c37,Nguyễn Hữu Cảnh - Tôn Đức Thắng,10.7826315159924,106.706235408783,0.315,2026-01-12 23:19,Medium
56df8108c062921100c143db,Hoàng Minh Giám - Hồng Hà,10.8090315732439,106.674022078514,0.266,2026-01-12 23:19,Low
63ae7903bfd3d90017e8f211,Hậu Giang -  Hẻm 491,10.7483923035435,106.636669635773,0.634,2026-01-12 23:19,High
63ae7727bfd3d90017e8f14a,Hoàng Diệu - Đoàn Văn Bơ 2,10.7635071530486,106.703719496727,0.329,2026-01-12 23:19,Medium
6623f36e6f998a001b252878,Phạm Văn Đồng - Kha Vạn Cân 2,10.8663923069317,106.762282848358,0.323,2026-01-12 23:19,Medium
